report_id,site,activity,energy_type,barrier_status,exposure,report_text_clean,report_text,sif_potential,lsr_tag,source
739b7989,Terminal A,maintenance on process equipment,low-energy/ergonomic,confirmed_present,indirect_proximity,"During maintenance on process equipment at Terminal A, personnel were in the general work area at the time. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time. (PTW ref attached)","During maintainance on process equipment at Terminal A, personnel were in the general work area at the time. LOTO was verified and tagged before work began. No injury occurred; worker moved away in time. (PTW ref attached)",0,N/A,synthetic
ccc71e51,Field Station 2,hot work / welding near process line,thermal (hot work),confirmed_present,direct_proximity,"During hot work / welding near process line at Field Station 2, personnel were within arm's reach of the live component. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. reported by UA/UC observer","During hot work / wielding near process line at Field Station 2, personnel were within arm's reach of the live component. PTW was signed off with all checks completed. Reported as unsafe condition during routine walk-around. reported by UA/UC observer",0,N/A,synthetic
4654964e,Well Site B,confined space entry for tank cleaning,low-energy/ergonomic,confirmed_present,direct_proximity,"During confined space entry for tank cleaning at Well Site B, personnel were within arm's reach of the live component. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. acc to shift log","During confined space entry for tank cleaning at Well Site B, personnel were within arm's reach of the live component. PTW was signed off with all checks completed. Reported as unsafe condition during routine walk-around. acc to shift log Supervsor ne bola area khali tha.",0,N/A,synthetic
c1d7aa59,Well Site B,pipeline pigging operation,stored/electrical energy,confirmed_present,indirect_proximity,"During pipeline pigging operation at Well Site B, a worker was nearby but not directly in the hazard path. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time.","During pipeline pigging operation at Well Site B, a worker was nearby but not directly in the hazard path. LOTO was verified and tagged before work began. No injury occurred; worker moved away in time. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
7542ae1b,Field Station 2,confined space entry for tank cleaning,atmospheric/asphyxiation,absent_not_mentioned,no_exposure,"During confined space entry for tank cleaning at Field Station 2, the area was clear of workers during the activity. No exclusion zone was set up. No injury occurred.","During confined space entry for tank cleaning at Field Station 2, the area was clear of workers during the activity. No exclusion zone was set up. No injury occurred.",0,N/A,synthetic
98523386,Rig 7,hot work / welding near process line,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During hot work / welding near process line at Rig 7, a worker was nearby but not directly in the hazard path. Reported as unsafe condition during routine walk-around. reported by UA/UC observer","During hot work / wielding near process line at Rig 7, a worker was nearby but not directly in the hazard path. Reported as unsafe condition during routine walk-around. reported by UA/UC observer",1,Energy Isolation,synthetic
c780dbba,Field Station 2,hot work / welding near process line,thermal (hot work),absent_not_mentioned,no_exposure,"During hot work / welding near process line at Field Station 2, the area was clear of workers during the activity. Work proceeded without a permit being sighted. No injury occurred; worker moved away in time.","During hot work / wielding near process line at Field Station 2, the area was clear of workers during the activity. Work proceeded without a PTW being sighted. No injury occurred; worker moved away in time. Supervsor ne bola area khali tha.",0,N/A,synthetic
230e39ef,Rig 7,electrical panel work,stored/electrical energy,confirmed_present,no_exposure,"During electrical panel work at Rig 7, the area was clear of workers during the activity. Isolation was verified and tagged before work began. Minor first aid case reported. (PTW ref attached)","During electrical panel work at Rig 7, the area was clear of workers during the activity. LOTO was verified and tagged before work began. Minor first aid case reported. (PTW ref attached) Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
050a12a2,Rig 4,hot work / welding near process line,stored/electrical energy,confirmed_present,no_exposure,"During hot work / welding near process line at Rig 4, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time.","During hot work / welding near process line at Rig 4, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time.",0,N/A,synthetic
095e558a,Plant C,maintenance on process equipment,low-energy/ergonomic,confirmed_present,direct_proximity,"During maintenance on process equipment at Plant C, personnel were within arm's reach of the live component. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation.","During maintenance on process equipment at Plant C, personnel were within arm's reach of the live component. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation.",0,N/A,synthetic
d974cc8c,Field Station 2,electrical panel work,stored/electrical energy,confirmed_present,indirect_proximity,"During electrical panel work at Field Station 2, a worker was nearby but not directly in the hazard path. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation. (PTW ref attached)","During electrical panel work at Field Station 2, a worker was nearby but not directly in the hazard path. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation. (PTW ref attached)",0,N/A,synthetic
1a402b17,Rig 7,electrical panel work,stored/electrical energy,confirmed_present,direct_proximity,"During electrical panel work at Rig 7, a technician was inside the equipment when work commenced. Permit to work was signed off with all checks completed. Near miss — situation was corrected before escalation.","During electrical panel work at Rig 7, a technician was inside the equipment when work commenced. PTW was signed off with all checks completed. Near miss — situation was corrected before escalation.",0,N/A,synthetic
08d61163,Well Site B,maintenance on process equipment,stored/electrical energy,confirmed_present,no_exposure,"During maintenance on process equipment at Well Site B, the area was clear of workers during the activity. Permit to work was signed off with all checks completed. Minor first aid case reported. (PTW ref attached)","During maintainance on process equipment at Well Site B, the area was clear of workers during the activity. PTW was signed off with all checks completed. Minor first aid case reported. (PTW ref attached)",0,N/A,synthetic
bf3fd057,Plant C,confined space entry for tank cleaning,low-energy/ergonomic,uncertain,no_exposure,"During confined space entry for tank cleaning at Plant C, the area was clear of workers during the activity. Exclusion zone markers were present but not actively enforced. No injury occurred. acc to shift log","During confined space entry for tank cleaning at Plant C, the area was clear of workers during the activity. Exclusion zone markers were present but not actively enforced. No injury occurred. acc to shift log",0,N/A,synthetic
4d4f8d84,Well Site B,maintenance on process equipment,stored/electrical energy,confirmed_present,no_exposure,"During maintenance on process equipment at Well Site B, no personnel were in the vicinity at the time. Exclusion zone was established and maintained throughout. Minor first aid case reported.","During maintainance on process equipment at Well Site B, no personnel were in the vicinity at the time. Exclusion zone was established and maintained throughout. Minor first aid case reported.",0,N/A,synthetic
f1b990c2,Rig 4,electrical panel work,stored/electrical energy,confirmed_present,no_exposure,"During electrical panel work at Rig 4, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. No injury occurred. acc to shift log","During electrical panel work at Rig 4, the area was clear of workers during the activity. Gas test was conducted and confimed safe prior to entry. No injury occurred. acc to shift log Supervsor ne bola area khali tha.",0,N/A,synthetic
e0462440,Plant C,maintenance on process equipment,low-energy/ergonomic,absent_not_mentioned,direct_proximity,"During maintenance on process equipment at Plant C, a technician was inside the equipment when work commenced. Work proceeded without a permit being sighted. Near miss — situation was corrected before escalation. reported by UA/UC observer","During maintenance on process equipment at Plant C, a technician was inside the equipment when work commenced. Work proceeded without a permit being sighted. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
81e578b7,Well Site B,electrical panel work,stored/electrical energy,uncertain,indirect_proximity,"During electrical panel work at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred.","During electrical panel work at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred.",1,Energy Isolation,synthetic
0099b3a7,Well Site B,scaffolding erection at height,gravitational (suspended load),confirmed_present,direct_proximity,"During scaffolding erection at height at Well Site B, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time.","During scaffolding erection at height at Well Site B, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time.",0,N/A,synthetic
5dbc2e47,Rig 4,confined space entry for tank cleaning,atmospheric/asphyxiation,confirmed_present,direct_proximity,"During confined space entry for tank cleaning at Rig 4, a technician was inside the equipment when work commenced. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation.","During confined space entry for tank cleaning at Rig 4, a technician was inside the equipment when work commenced. LOTO was verified and tagged before work began. Near miss — situation was corrected before escalation.",0,N/A,synthetic
41d70501,Plant C,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,direct_proximity,"During lifting operation with mobile crane at Plant C, a technician was inside the equipment when work commenced. Gas test was conducted and confirmed safe prior to entry. Minor first aid case reported. acc to shift log","During lifting operation with mobile crane at Plant C, a technician was inside the equipment when work commenced. Gas test was conducted and confimed safe prior to entry. Minor first aid case reported. acc to shift log",0,N/A,synthetic
16df1a88,Plant C,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,no_exposure,"During vehicle movement within plant premises at Plant C, no personnel were in the vicinity at the time. No exclusion zone was set up. No injury occurred; worker moved away in time. reported by UA/UC observer","During vehicle movement within plant premises at Plant C, no personnel were in the vicinity at the time. No exclusion zone was set up. No injury occurred; worker moved away in time. reported by UA/UC observer Mazdoor ko turant hataya gaya.",0,N/A,synthetic
8424e544,Rig 4,excavation near buried utility line,stored/electrical energy,absent_not_mentioned,no_exposure,"During excavation near buried utility line at Rig 4, the area was clear of workers during the activity. No exclusion zone was set up. Minor first aid case reported.","During excavaton near buried utility line at Rig 4, the area was clear of workers during the activity. No exclusion zone was set up. Minor first aid case reported.",0,N/A,synthetic
bea9930b,Rig 4,hot work / welding near process line,stored/electrical energy,uncertain,indirect_proximity,"During hot work / welding near process line at Rig 4, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation.","During hot work / welding near process line at Rig 4, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation.",1,Energy Isolation,synthetic
851d5e9f,Rig 7,vehicle movement within plant premises,vehicular/motion,uncertain,direct_proximity,"During vehicle movement within plant premises at Rig 7, a technician was inside the equipment when work commenced. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around.","During vehicle movement within plant premises at Rig 7, a technician was inside the equipment when work commenced. Permit was raised but supervisor sign-off could not be located. Reported as unsafe condition during routine walk-around.",1,Driving,synthetic
e63ee9db,Well Site B,routine equipment inspection,low-energy/ergonomic,absent_not_mentioned,indirect_proximity,"During routine equipment inspection at Well Site B, a worker was nearby but not directly in the hazard path. Reported as unsafe condition during routine walk-around. acc to shift log","During routine equipment inspection at Well Site B, a worker was nearby but not directly in the hazard path. Reported as unsafe condition during routine walk-around. acc to shift log",0,N/A,synthetic
94c1c7bc,Well Site B,confined space entry for tank cleaning,low-energy/ergonomic,uncertain,no_exposure,"During confined space entry for tank cleaning at Well Site B, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around. (PTW ref attached)","During confined space entry for tank cleaning at Well Site B, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around. (PTW ref attached)",0,N/A,synthetic
242c498b,Well Site B,hot work / welding near process line,stored/electrical energy,absent_not_mentioned,no_exposure,"During hot work / welding near process line at Well Site B, no personnel were in the vicinity at the time. No exclusion zone was set up. Reported as unsafe condition during routine walk-around.","During hot work / wielding near process line at Well Site B, no personnel were in the vicinity at the time. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
f920da14,Plant C,routine equipment inspection,low-energy/ergonomic,absent_not_mentioned,indirect_proximity,"During routine equipment inspection at Plant C, personnel were in the general work area at the time. Work proceeded without a permit being sighted. Near miss — situation was corrected before escalation. - LOTO tag #754","During routine equipment inspection at Plant C, personnel were in the general work area at the time. Work proceeded without a PTW being sighted. Near miss — situation was corrected before escalation. - LOTO tag #754",0,N/A,synthetic
e97cf6fc,Terminal A,maintenance on process equipment,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During maintenance on process equipment at Terminal A, personnel were in the general work area at the time. Work proceeded without a permit being sighted. Minor first aid case reported. (PTW ref attached)","During maintainance on process equipment at Terminal A, personnel were in the general work area at the time. Work proceeded without a PTW being sighted. Minor first aid case reported. (PTW ref attached)",1,Energy Isolation,synthetic
c29fdcaa,Rig 4,vehicle movement within plant premises,vehicular/motion,uncertain,no_exposure,"During vehicle movement within plant premises at Rig 4, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.","During vehicle movement within plant premises at Rig 4, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around. Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
546c7707,Well Site B,maintenance on process equipment,low-energy/ergonomic,confirmed_present,no_exposure,"During maintenance on process equipment at Well Site B, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. No injury occurred.","During maintenance on process equipment at Well Site B, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. No injury occurred.",0,N/A,synthetic
47a7aa10,Rig 4,hot work / welding near process line,thermal (hot work),confirmed_present,direct_proximity,"During hot work / welding near process line at Rig 4, a technician was inside the equipment when work commenced. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation. - LOTO tag #754","During hot work / welding near process line at Rig 4, a technician was inside the equipment when work commenced. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation. - LOTO tag #754",0,N/A,synthetic
a013c98e,Rig 7,routine equipment inspection,low-energy/ergonomic,confirmed_present,direct_proximity,"During routine equipment inspection at Rig 7, the contractor was positioned directly beneath the suspended load. Isolation was verified and tagged before work began. No injury occurred.","During routine equipment inspection at Rig 7, the contractor was positioned directly beneath the suspended load. LOTO was verified and tagged before work began. No injury occurred. Supervsor ne bola area khali tha.",0,N/A,synthetic
6408f64b,Terminal A,routine equipment inspection,low-energy/ergonomic,absent_not_mentioned,indirect_proximity,"During routine equipment inspection at Terminal A, personnel were in the general work area at the time. Reported as unsafe condition during routine walk-around. - LOTO tag #754","During routine equipment inspection at Terminal A, personnel were in the general work area at the time. Reported as unsafe condition during routine walk-around. - LOTO tag #754",0,N/A,synthetic
144d8313,Rig 4,hot work / welding near process line,thermal (hot work),confirmed_present,direct_proximity,"During hot work / welding near process line at Rig 4, the contractor was positioned directly beneath the suspended load. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.","During hot work / welding near process line at Rig 4, the contractor was positioned directly beneath the suspended load. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.",0,N/A,synthetic
0fec2c43,Rig 7,excavation near buried utility line,low-energy/ergonomic,uncertain,direct_proximity,"During excavation near buried utility line at Rig 7, the contractor was positioned directly beneath the suspended load. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time. - LOTO tag #754","During excavaton near buried utility line at Rig 7, the contractor was positioned directly beneath the suspended load. LOTO status was not clearly confimed by the crew. No injury occurred; worker moved away in time. - LOTO tag #754 Check nahi kiya gaya tha isolation ka.",1,N/A,synthetic
de2e80c1,Terminal A,electrical panel work,stored/electrical energy,confirmed_present,indirect_proximity,"During electrical panel work at Terminal A, a worker was nearby but not directly in the hazard path. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time. - LOTO tag #754","During electrical panel work at Terminal A, a worker was nearby but not directly in the hazard path. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time. - LOTO tag #754",0,N/A,synthetic
b7b60f52,Terminal A,electrical panel work,stored/electrical energy,confirmed_present,direct_proximity,"During electrical panel work at Terminal A, a technician was inside the equipment when work commenced. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around.","During electrical panel work at Terminal A, a technician was inside the equipment when work commenced. LOTO was verified and tagged before work began. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
57c3bba6,Terminal A,lifting operation with mobile crane,gravitational (suspended load),absent_not_mentioned,indirect_proximity,"During lifting operation with mobile crane at Terminal A, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. acc to shift log","During lifting operation with mobile crane at Terminal A, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around. acc to shift log",1,Safe Mechanical Lifting,synthetic
513de0fa,Rig 7,lifting operation with mobile crane,kinetic (line of fire),absent_not_mentioned,no_exposure,"During lifting operation with mobile crane at Rig 7, the area was clear of workers during the activity. No exclusion zone was set up. Near miss — situation was corrected before escalation.","During lifting operation with mobile crane at Rig 7, the area was clear of workers during the activity. No exclusion zone was set up. Near miss — situation was corrected before escalation.",0,N/A,synthetic
b2b5558f,Rig 7,routine equipment inspection,stored/electrical energy,absent_not_mentioned,direct_proximity,"During routine equipment inspection at Rig 7, a technician was inside the equipment when work commenced. No exclusion zone was set up. Minor first aid case reported.","During routine equipment inspection at Rig 7, a technician was inside the equipment when work commenced. No exclusion zone was set up. Minor first aid case reported.",1,Energy Isolation,synthetic
6aae9a75,Well Site B,confined space entry for tank cleaning,low-energy/ergonomic,absent_not_mentioned,no_exposure,"During confined space entry for tank cleaning at Well Site B, no personnel were in the vicinity at the time. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. (PTW ref attached)","During confined space entry for tank cleaning at Well Site B, no personnel were in the vicinity at the time. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. (PTW ref attached)",0,N/A,synthetic
b1ba5b6b,Terminal A,confined space entry for tank cleaning,atmospheric/asphyxiation,confirmed_present,direct_proximity,"During confined space entry for tank cleaning at Terminal A, personnel were within arm's reach of the live component. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around.","During confined space entry for tank cleaning at Terminal A, personnel were within arm's reach of the live component. LOTO was verified and tagged before work began. Reported as unsafe condition during routine walk-around. Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
0d69df1c,Terminal A,excavation near buried utility line,stored/electrical energy,absent_not_mentioned,no_exposure,"During excavation near buried utility line at Terminal A, the area was clear of workers during the activity. No injury occurred; worker moved away in time.","During excavation near buried utility line at Terminal A, the area was clear of workers during the activity. No injury occurred; worker moved away in time.",0,N/A,synthetic
5681e0f5,Terminal A,routine equipment inspection,low-energy/ergonomic,uncertain,direct_proximity,"During routine equipment inspection at Terminal A, the contractor was positioned directly beneath the suspended load. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported. reported by UA/UC observer","During routine equipment inspection at Terminal A, the contractor was positioned directly beneath the suspended load. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported. reported by UA/UC observer",0,N/A,synthetic
09f5c7d0,Rig 7,electrical panel work,stored/electrical energy,uncertain,direct_proximity,"During electrical panel work at Rig 7, a worker was standing within the immediate hazard zone. Permit was raised but supervisor sign-off could not be located. Minor first aid case reported.","During electrical panel work at Rig 7, a worker was standing within the immediate hazard zone. PTW was raised but supervsor sign-off could not be located. Minor first aid case reported. Check nahi kiya gaya tha isolation ka.",1,Energy Isolation,synthetic
01c3ee86,Well Site B,routine equipment inspection,stored/electrical energy,uncertain,direct_proximity,"During routine equipment inspection at Well Site B, personnel were within arm's reach of the live component. Exclusion zone markers were present but not actively enforced. Reported as unsafe condition during routine walk-around. reported by UA/UC observer","During routine equipment inspection at Well Site B, personnel were within arm's reach of the live component. Exclusion zone markers were present but not actively enforced. Reported as unsafe condition during routine walk-around. reported by UA/UC observer Check nahi kiya gaya tha isolation ka.",1,Energy Isolation,synthetic
f2d16a52,Rig 4,lifting operation with mobile crane,kinetic (line of fire),uncertain,direct_proximity,"During lifting operation with mobile crane at Rig 4, a technician was inside the equipment when work commenced. Isolation status was not clearly confirmed by the crew. No injury occurred.","During lifting operation with mobile crane at Rig 4, a technician was inside the equipment when work commenced. LOTO status was not clearly confimed by the crew. No injury occurred.",1,Line of Fire,synthetic
d0d92da3,Plant C,maintenance on process equipment,stored/electrical energy,uncertain,indirect_proximity,"During maintenance on process equipment at Plant C, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation. (PTW ref attached)","During maintainance on process equipment at Plant C, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation. (PTW ref attached)",1,Energy Isolation,synthetic
f1e39330,Field Station 2,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,no_exposure,"During lifting operation with mobile crane at Field Station 2, the area was clear of workers during the activity. Permit to work was signed off with all checks completed. No injury occurred. - LOTO tag #754","During lifting operation with mobile crane at Field Station 2, the area was clear of workers during the activity. Permit to work was signed off with all checks completed. No injury occurred. - LOTO tag #754",1,N/A,synthetic
8f331505,Field Station 2,lifting operation with mobile crane,gravitational (suspended load),uncertain,no_exposure,"During lifting operation with mobile crane at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time.","During lifting operation with mobile crane at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time.",0,N/A,synthetic
6c88e5aa,Rig 7,maintenance on process equipment,low-energy/ergonomic,uncertain,indirect_proximity,"During maintenance on process equipment at Rig 7, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred. - LOTO tag #754","During maintenance on process equipment at Rig 7, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred. - LOTO tag #754",0,N/A,synthetic
eb8421cc,Rig 7,vehicle movement within plant premises,vehicular/motion,confirmed_present,direct_proximity,"During vehicle movement within plant premises at Rig 7, a technician was inside the equipment when work commenced. Isolation was verified and tagged before work began. No injury occurred.","During vehicle movement within plant premises at Rig 7, a technician was inside the equipment when work commenced. LOTO was verified and tagged before work began. No injury occurred.",1,N/A,synthetic
742361d9,Well Site B,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Well Site B, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around.","During vehicle movement within plant premises at Well Site B, no personnel were in the vicinity at the time. Gas test was conducted and confimed safe prior to entry. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
764b2700,Rig 4,excavation near buried utility line,low-energy/ergonomic,confirmed_present,indirect_proximity,"During excavation near buried utility line at Rig 4, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. No injury occurred. (PTW ref attached)","During excavation near buried utility line at Rig 4, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. No injury occurred. (PTW ref attached)",0,N/A,synthetic
2017871a,Rig 7,pipeline pigging operation,kinetic (line of fire),uncertain,direct_proximity,"During pipeline pigging operation at Rig 7, a worker was standing within the immediate hazard zone. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time. - LOTO tag #754","During pipeline pigging operation at Rig 7, a worker was standing within the immediate hazard zone. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time. - LOTO tag #754",1,Line of Fire,synthetic
e5dfce11,Terminal A,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,direct_proximity,"During lifting operation with mobile crane at Terminal A, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Reported as unsafe condition during routine walk-around.","During lifting operation with mobile crane at Terminal A, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
1d6ae7e8,Rig 7,lifting operation with mobile crane,kinetic (line of fire),confirmed_present,indirect_proximity,"During lifting operation with mobile crane at Rig 7, personnel were in the general work area at the time. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around.","During lifting operation with mobile crane at Rig 7, personnel were in the general work area at the time. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
c122673b,Well Site B,pipeline pigging operation,stored/electrical energy,absent_not_mentioned,direct_proximity,"During pipeline pigging operation at Well Site B, a worker was standing within the immediate hazard zone. No exclusion zone was set up. Near miss — situation was corrected before escalation. reported by UA/UC observer","During pipeline pigging operation at Well Site B, a worker was standing within the immediate hazard zone. No exclusion zone was set up. Near miss — situation was corrected before escalation. reported by UA/UC observer",1,Energy Isolation,synthetic
fa73431c,Terminal A,routine equipment inspection,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During routine equipment inspection at Terminal A, a worker was nearby but not directly in the hazard path. No isolation was mentioned in the report. Minor first aid case reported. - LOTO tag #754","During routine equipment inspection at Terminal A, a worker was nearby but not directly in the hazard path. No LOTO was mentioned in the report. Minor first aid case reported. - LOTO tag #754 Supervsor ne bola area khali tha.",1,Energy Isolation,synthetic
feff3607,Plant C,hot work / welding near process line,thermal (hot work),confirmed_present,indirect_proximity,"During hot work / welding near process line at Plant C, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around. (PTW ref attached)","During hot work / wielding near process line at Plant C, a worker was nearby but not directly in the hazard path. Gas test was conducted and confimed safe prior to entry. Reported as unsafe condition during routine walk-around. (PTW ref attached)",0,N/A,synthetic
0afacb78,Rig 4,excavation near buried utility line,stored/electrical energy,confirmed_present,no_exposure,"During excavation near buried utility line at Rig 4, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754","During excavaton near buried utility line at Rig 4, the area was clear of workers during the activity. Gas test was conducted and confimed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754",0,N/A,synthetic
dbfc2255,Rig 4,pipeline pigging operation,stored/electrical energy,uncertain,direct_proximity,"During pipeline pigging operation at Rig 4, personnel were within arm's reach of the live component. Isolation status was not clearly confirmed by the crew. Minor first aid case reported.","During pipeline pigging operation at Rig 4, personnel were within arm's reach of the live component. Isolation status was not clearly confirmed by the crew. Minor first aid case reported.",0,Energy Isolation,synthetic
c0c4d03e,Rig 7,electrical panel work,stored/electrical energy,confirmed_present,no_exposure,"During electrical panel work at Rig 7, no personnel were in the vicinity at the time. Permit to work was signed off with all checks completed. No injury occurred.","During electrical panel work at Rig 7, no personnel were in the vicinity at the time. PTW was signed off with all checks completed. No injury occurred. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
9fffaa76,Rig 7,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,no_exposure,"During lifting operation with mobile crane at Rig 7, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754","During lifting operation with mobile crane at Rig 7, the area was clear of workers during the activity. Gas test was conducted and confimed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754 Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
39df43e1,Plant C,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,direct_proximity,"During vehicle movement within plant premises at Plant C, a worker was standing within the immediate hazard zone. Work proceeded without a permit being sighted. No injury occurred; worker moved away in time.","During vehicle movement within plant premises at Plant C, a worker was standing within the immediate hazard zone. Work proceeded without a PTW being sighted. No injury occurred; worker moved away in time. Mazdoor ko turant hataya gaya.",1,Driving,synthetic
8fb0c032,Rig 7,excavation near buried utility line,low-energy/ergonomic,uncertain,indirect_proximity,"During excavation near buried utility line at Rig 7, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation. reported by UA/UC observer","During excavaton near buried utility line at Rig 7, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
5b541314,Plant C,pipeline pigging operation,stored/electrical energy,absent_not_mentioned,direct_proximity,"During pipeline pigging operation at Plant C, a technician was inside the equipment when work commenced. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. (PTW ref attached)","During pipeline pigging operation at Plant C, a technician was inside the equipment when work commenced. No LOTO was mentioned in the report. Reported as unsafe condition during routine walk-around. (PTW ref attached)",1,Energy Isolation,synthetic
91a96309,Rig 7,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Rig 7, the area was clear of workers during the activity. Permit to work was signed off with all checks completed. Minor first aid case reported.","During vehicle movement within plant premises at Rig 7, the area was clear of workers during the activity. Permit to work was signed off with all checks completed. Minor first aid case reported.",0,N/A,synthetic
